entry_date,exit_date,direction,entry,sl,tp1,tp2,tp3,exit_price,rr,exit_reason,tp1_hit,tp2_hit
2024-02-05,2024-03-24,bullish,0.87073,0.84994,0.90191,0.92270,0.95388,0.90191,0.25,SL_PARTIAL,True,False
2024-03-26,2024-07-30,bullish,0.90395,0.87736,0.94383,0.97042,1.01030,0.87736,-1.00,SL,False,False

# Summary:
# Asset: USD_CHF
# Period: 2024-01-01 - 2024-11-28
# Total Trades: 2
# Win Rate: 50.0%
# Net Return: -0.8%
# Avg R:R: -0.38
